Church Name,City,State,Country,Phone,Email,Website,Church Admin Title,Church Admin Name,
Blackmonton Presbyterian Church,Vaiden,MS,United States ,-,Church1014@soapboxsuperapp.com,-,Rev,Philip E McRae,
Shongalo Presbyterian Church,Vaiden,MS,United States ,662-464-9311,Church1015@soapboxsuperapp.com,-,Rev,Philip E McRae,
Westminster Presbyterian Church,Vicksburg,MS,United States ,601-636-4292,wpcvicksburg@gmail.com,www.wpcvicksburg.com,Rev,Nathaniel Stamper ,
First Presbyterian Church at Water Valley,Water Valley,MS,United States ,662-473-1421,fpcwatervalley@gmail.com,www.fpcwatervalley.org,Rev,Curt E Presley III,
Philadelphus Presbyterian Church,Waynesboro,MS,United States ,-,mcraemam@bellsouth.net,-,-, ,
Waynesboro Presbyterian Church,Waynesboro,MS,United States ,601-381-2007,pflowers_39367@yahoo.com,-,-, ,
First Presbyterian Church at Winona,Winona,MS,United States ,662-317-1700,apcoburn@gmail.com,www.firstpreswinona.com,Rev,Andy Coburn ,
First Presbyterian Church,Woodville,MS,United States ,601-888-3102,dnwilkersn@aol.com,-,-, ,
First Presbyterian Church,Yazoo City,MS,United States ,662-746-1226,fpcyazoo@gmail.com,firstpresyazoo.org,-, ,
Second Presbyterian Church,Yazoo City,MS,United States ,662-746-8852,secondpresyazooms@gmail.com,www.secondpresyazoo.org,Rev,Machen Strawbridge ,
Great Plains Gathering,Billings,MT,United States ,406-894-2131,joshuacharette@hotmail.com,www.greatplainsgathering.com,Rev,Joshua Charette ,
Rocky Mountain Community Church,Billings,MT,United States ,406-259-7811,office@rmccmontana.org,www.rmccmontana.org,-, ,
Trinity Church PCA,Bozeman,MT,United States ,406-219-7715,info@trinitybozeman.org,www.trinitybozeman.org,Rev,Bryan B Clark,
Faith Covenant Presbyterian Church,Kalispell,MT,United States ,406-752-2400,office@faithcov.com,www.faithcov.com,Rev,Lloyd Pierson ,
All Souls Missoula,Missoula,MT,United States ,406-624-9084,allsoulsmissoula@gmail.com,www.allsoulsmissoula.org,Rev,Benjamin Melli ,
Church of the Cross,Whitefish,MT,United States ,406-730-3052,office@cotcw.org,www.cotcw.org,Rev,Jake Neufeld ,
Covenant Reformed Presbyterian Church,Miramichi,NB,Canada,-,Church1030@soapboxsuperapp.com,-,-, ,
Douglastown Community Church,Miramichi,NB,Canada,506-773-9624,douglastownchurch@gmail.com,www.douglastownchurch.ca,Rev,Joash Schumpelt ,
Second Street Presbyterian Church,Albemarle,NC,United States ,704-982-6824,secondstpres@gmail.com,www.secondstpres.org,Rev,John Chandler Black ,
Andrews Presbyterian Church,Andrews,NC,United States ,828-321-5635,milltownpops4@yahoo.com,www.andrewspca.org,Rev,Larry W Wilson,
Resurrection Life Church,Apex,NC,United States ,919-482-2382,connect@reslifenc.org,reslifenc.org/,Rev,Mark Knetsch ,
Arden Presbyterian Church,Arden,NC,United States ,828-684-7221,info@ardenpres.org,www.ardenpres.org,Rev,Wesley Strebeck ,
Covenant Reformed Presbyterian Church,Asheville,NC,United States ,828-253-6578,office@covenantreformed.net,www.covenantreformed.net,Rev,Sean McCann ,
Grace & Peace Presbyterian Church,Asheville,NC,United States ,828-243-3488,mayberrylsd@gmail.com,graceandpeaceasheville.com,Rev,Jonathan D Inman,
Malvern Hills Presbyterian Church,Asheville,NC,United States ,828-258-8624,mhpc.sec@gmail.com,mhpcasheville.org,Rev,Walt DeHart ,
Trinity Presbyterian Church,Asheville,NC,United States ,828-299-3433,tish@trinityasheville.com,www.trinityasheville.com,Rev,Robert Recio ,
Christ Church at River's Edge,Belmont,NC,United States ,704-461-8614,ccarepca@gmail.com,churchinbelmont.com,Rev,William S Troutman,
Goshen Presbyterian Church,Belmont,NC,United States ,704-601-5146,office@goshenpcabelmont.com,www.goshenpcabelmont.com,Rev,Steven Robert McCullough ,
Friendship Presbyterian Church,Black Mountain,NC,United States ,828-357-5658,1137friendship@gmail.com,friendshippca.com,Rev,Robert R Drake,
CrossPoint Community Church,Boone,NC,United States ,828-264-5288,scottstewart25@gmail.com,www.crosspointboone.com,Rev,M Scott Stewart,
Cornerstone Presbyterian Church,Brevard,NC,United States ,828-884-3305,cornerstonep@comporium.net,www.cornerstonepcabrevard.com,Rev,H Andrew Silman,
Ebenezer,Burlington,NC,United States ,336-686-0692,christopher@ebenezer.org,-,Rev,Chris Jessup ,
Northside Presbyterian Church,Burlington,NC,United States ,336-226-9451,northsidepca@juno.com,northsidepca.net,Rev,James Mitchell ,
Peace Presbyterian Church,Cary,NC,United States ,919-467-5977,secretary@peacepca.org,www.peacepca.org,Rev,Christopher Florence ,
Trinity Park Church,Cary,NC,United States ,919-439-3718,corey@trinityparkchurch.org,trinityparkchurch.org,Rev,Adam Corey Jackson ,
Yea Hyang Presbyterian Church,Cary,NC,United States ,919-355-2700,pastordaniel214@gmail.com,yeahyangpca.org,Rev,Daniel Han Cho ,
Whiteside Presbyterian Church,Cashiers,NC,United States ,828-743-2122,Church1050@soapboxsuperapp.com,-,Rev,Sam J Forrester,
Christ Community Church,Chapel Hill,NC,United States ,919-636-5258,byron@cccpca.org,www.cccpca.org,Rev,Byron Jay Peters ,
All Nations Presbyterian Mission Church,Charlotte,NC,United States ,803-665-1599,cpmckang@gmail.com,-,Rev,Joon Won Kang ,
Charlotte Presbyterian Church,Charlotte,NC,United States ,704-529-0900,revskna@gmail.com,https://www.cpcclt.com/,Rev,Sungkyun Samuel Na ,
Christ Central Church,Charlotte,NC,United States ,704-608-9146,office@christcentralchurch.com,www.christcentralchurch.com,Rev,Anthony Myles ,
Cross Park Church,Charlotte,NC,United States ,980-285-7020,crossparkchurch@crossparkchurch.org,www.crossparkchurch.org,Rev,Jeffrey Lincoln Hardy ,
East Charlotte Presbyterian Church,Charlotte,NC,United States ,704-502-3030,admin@eastcharlottepres.org,www.eastcharlottepres.org,Rev,Tyler Dirks ,
Hope Community Church,Charlotte,NC,United States ,704-521-1033,info@hopecommunity.com,www.hopecommunity.com,Rev,Mark E Upton,
Myers Park Mission Church,Charlotte,NC,United States ,616-450-4834,gregsalazaris@gmail.com,myersparkinitiative.org,Rev,Greg Salazar ,
Prosperity Presbyterian Church,Charlotte,NC,United States ,704-875-1182,email@prosperitychurch.org,www.prosperitychurch.org,Rev,Bruce Brown ,
South Charlotte Presbyterian Church,Charlotte,NC,United States ,704-312-5163,contactus@southcltpres.org,www.southcltpres.org,Dr,Dean Faulkner ,
Sovereign Grace Presbyterian Church,Charlotte,NC,United States ,704-553-9600,info@sovereigngrace.org,www.sovereigngrace.org,Dr,William B Barcley,
StoneBridge Church Community,Charlotte,NC,United States ,704-549-8272,info@stonebridge.org,www.stonebridge.org,Rev,Soon Pak ,
"Uptown Church, PCA",Charlotte,NC,United States ,704-375-7355,uptownchurch@uptownchurch.org,www.uptownchurch.org,Rev,Jordan Farrell Olshefski ,
Vive Charlotte Church,Charlotte,NC,United States ,281-622-9409,info@vivecharlotte.com,www.vivecharlotte.com,Rev,José Portillo ,
West Charlotte Church at Freedom,Charlotte,NC,United States ,704-394-8525,admin@westcharlottechurch.com,westcharlottechurch.com,Rev,David Andrew Yoran ,
Grace Community,Cherokee,NC,United States ,828-508-7836,revscotthill1@gmail.com,-,Rev,Scott E Hill,
New Hope Presbyterian Church,China Grove,NC,United States ,704-857-3211,office@new-hope-pca.com,www.new-hope-pca.com,Rev,James S Byers,
Wayside Presbyterian Church,Chocowinity,NC,United States ,252-495-6216,WaysidePCA@proton.me,waysidepca.org,Rev,Jan Gerard Dykshoorn ,
Christ Church,Clayton,NC,United States ,919-333-9514,john@christchurchclayton.org,www.christchurchclayton.org,Rev,John A Musgrave,
New Hope Presbyterian Church,Clemmons,NC,United States ,(336) 298-8502,office@newhopepca.org,newhopepca.org,Rev,Benjamin Tietje ,
Providence Presbyterian Church,Concord,NC,United States ,704-788-8899,admin@ppcnet.net,www.ppcnet.net,Rev,Mark Weathers ,
NorthCross Church,Cornelius,NC,United States ,704-237-4853,info@northcrosschurch.com,www.northcrosschurch.com,Dr,Gary Purdy ,
Lakeshore Church,Denver,NC,United States ,704-483-3265,office@lakeshorepca.org,www.lakeshorepca.org,Rev,Berry Stubbs ,
Christ Church Dunn,Dunn,NC,United States ,910-292-9598,tim@christchurchdunn.com,christchurchdunn.com,Rev,Timothy Inman ,
Christ Central Durham,Durham,NC,United States ,919-908-7787,info@christcentraldurham.com,christcentraldurham.com,Rev,Daniel Mason ,
Church of the Good Shepherd,Durham,NC,United States ,919-490-1634,hello@cgsonline.org,www.cgsonline.org,Rev,Simon Hardesty Stokes ,
Harbor Presbyterian Church,Elizabeth City,NC,United States ,252-679-3088,jason@harborecity.com,www.harborecity.com,Rev,Jason Christopher Schubert ,
First Presbyterian Church,Ellerbe,NC,United States ,910-652-5231,fpcellerbe1803@gmail.com,www.ellerbepca.com,Rev,Stanley E Layton,
Mount Carmel Presbyterian Church,Ellerbe,NC,United States ,-,jbwatson45@gmail.com,-,Rev,James B Watson,
Fairview Christian Fellowship,Fairview,NC,United States ,828-329-3514,pastor@fairviewfellowship.com,fairviewfellowship.com,Rev,Trevor Allen ,
Cross Creek Presbyterian Church,Fayetteville,NC,United States ,910-864-4031,ccpadmin@crosscreekpca.org,www.crosscreekpca.org,-, ,
New Life Community Church,Fayetteville,NC,United States ,910-867-0823,newlifefaync@gmail.com,www.nlcc-nc.com,Rev,Cheol Kim ,
Emmanuel Presbyterian Church,Franklin,NC,United States ,-,timjmcq@yahoo.com,www.emmanuelpresbyterian.org,Rev,Tim J McQuitty,
Grace Presbyterian Church,Fuquay-Varina,NC,United States ,-,gracepcafv@gmail.com,www.gracefv.com/,Rev,Kevin Efflandt ,
Christ Church Greensboro,Greensboro,NC,United States ,336-209-5659,admin@christchurchgso.com,www.christchurchgso.com,Rev,Jeff David Miller ,
Covenant Grace Church,Greensboro,NC,United States ,336-279-6134,info@covenantgracegso.com,covenantgracegso.com,Rev,Thomas Brown ,
Friendly Hills Church PCA,Greensboro,NC,United States ,336-292-7788,church@friendlyhillschurch.org,www.friendlyhillschurch.org,Rev,Nathan E Kline,
Christ Presbyterian Church,Greenville,NC,United States ,252-355-9632,office@christpres.com,www.christpres.com,Rev,David Osborne ,
Grace Church,Harrisburg,NC,United States ,704-455-9312,office@graceharrisburg.org,www.graceharrisburg.org,Rev,Eugene Oldham ,
Covenant Presbyterian Church,Hendersonville,NC,United States ,828-693-8651,secretary@covpca.org,www.covpca.org,Rev,Stephen Mirich Jr ,
Grace Blue Ridge,Hendersonville,NC,United States ,828-393-5147,info@graceblueridge.com,www.graceblueridge.com,Rev,Chas Morris ,
Grace Covenant Church,Hickory,NC,United States ,828-345-0345,shinson@gcpca.org,www.gcpca.org,Rev,Michael M Gordon,
Immanuel Presbyterian Mission Church,High Point,NC,United States ,8646502488,jacob@immanuelhighpoint.com,immanuelhighpoint.com/,Rev,Jacob Morrison ,
Southlake Presbyterian Church,Huntersville,NC,United States ,704-929-2292,contact@slchurch.net,SLchurch.net,Rev,Robert Daniel King ,
Church of the Redeemer,Indian Trail,NC,United States ,704-225-0161,info@redeemerweb.com,www.redeemerweb.com,Rev,Adam Troy Mumpower ,
Harvest Presbyterian Church,Jacksonville,NC,United States ,910-353-9888,harvest@harvestpres.com,www.harvestpres.com,Rev,Jason Petterson ,
Great Commission International Church,Jamestown,NC,United States ,336-483-6532,yiennyuon@yahoo.com,-,Rev,Yien Nyuon ,
Grace Presbyterian Church,Kernersville,NC,United States ,336-993-1305,info@gracekernersville.org,www.gracekernersville.org,Rev,Randall Kirk Edwards ,
Soma Valley,Lewisville,NC,United States ,336-426-8771,admin@somavalley.org,somavalley.org,Rev,Josh Kwasny ,
Meadowview Reformed Presbyterian Church,Lexington,NC,United States ,336-249-2680,secretary@meadowviewpca.org,www.meadowviewpca.org,Rev,George Sayour ,
Harvest Presbyterian Church,Lincolnton,NC,United States ,704-732-9978,info@harvestpca.net,harvestpca.net,Rev,Scott Deneen ,
Carolina Presbyterian Church,Locust,NC,United States ,704-888-4435,office@carolinapca.org,www.carolinapca.org,-, ,
Lumberton Mission Church,Lumberton,NC,United States ,910-316-0378,pastor@lumbertonmissionchurch.org,lumbertonmissionchurch.org,Rev,Andrew Martin ,
Christ Covenant Church,Matthews,NC,United States ,704-847-3505,info@christcovenant.org,www.christcovenant.org,Dr,Kevin DeYoung ,
Cross Covenant Chinese Church,Matthews,NC,United States ,704-666-3120,contact@crossccc.org,www.crossccc.org,Rev,Allen Chen ,
Grace Mills River,Mills River,NC,United States ,828-891-2006,gracemillsriverinfo@gmail.com,www.gracemillsriver.org,Rev,Patrick Lafferty ,
Harbor Church PCA,Mooresville,NC,United States ,704-662-6540,harborchurchpca@gmail.com,www.harborchurch.org,Rev,Michael Colvard ,
Shearer Presbyterian Church,Mooresville,NC,United States ,704-892-8866,admin@shearerpca.com,shearerpca.org/,Rev,Stephen O Stout,
Faith Presbyterian Church,Morganton,NC,United States ,828-433-1052,xmikep@gmail.com,www.morfaith.org,Rev,Michael E Thompson,
Back Creek Presbyterian Church,Mount Ulla,NC,United States ,704-278-2798,office@backcreekpca.com,www.backcreekpca.com,-, ,
Providence Presbyterian Church,Murphy,NC,United States ,828-837-9412,providencemurphy@gmail.com,www.providencepcamurphy.org,Rev,David Hina ,
Village Chapel Presbyterian Church,New Bern,NC,United States ,252-671-7012,evans.norm50@gmail.com,villagechapelpcanewbern.org,Rev,R Norman Evans,
Fellowship Presbyterian Church,Newland,NC,United States ,828-733-0859,Fellowshippca@gmail.com,www.fellowshippca.com,Rev,Cooper Starnes ,
Frank Presbyterian Church,Newland,NC,United States ,828-733-8777,bettyandhal@icloud.com,-,-, ,
Norman Presbyterian Church,Norman,NC,United States ,910-637-0415,jwbowling42@yahoo.com,-,Dr,Jack W Bowling,
Pamlico Presbyterian Church,Oriental,NC,United States ,252-772-5430,adamchristiansen@gmail.com,pamlicopresbyterianchurch.blogspot.com/,Rev,Adam Christiansen ,
Progressive Presbyterian Church,Princeton,NC,United States ,919-936-2007,Church1117@soapboxsuperapp.com,progressivepresbyterianchurchprinceton.weebly.com,Rev,Shawn Willis ,
Calvary Presbyterian Church,Raleigh,NC,United States ,919-781-9015,office@calvarypca.org,www.calvarypca.org,Rev,Nathanael James Wilks ,
Christ The King Presbyterian Church,Raleigh,NC,United States ,919-546-0515,office@ctkraleigh.org,ctkraleigh.org,Rev,Geoffrey T Bradford,
Midtown Community Church,Raleigh,NC,United States ,919-601-3903,admin@midtown-church.org,www.midtown-church.org,Rev,Lindsey T Williams,
Reconciliation Church,Raleigh,NC,United States ,919-576-9605,info@reconciliationrdu.org,www.reconciliationrdu.com,Rev,Russell McCutcheon ,
Redeemer Presbyterian Church,Raleigh,NC,United States ,919-518-2370,office@redeemerpca.net,www.redeemerpca.com,Rev,Dan S Seale,
Christ Church Sanford,Sanford,NC,United States ,770-530-2714,rwjtarheel@gmail.com,www.christchurchsanfordpca.com,Rev,Ralph Johnston ,
Redeemer Church,Southern Pines,NC,United States ,910-725-0819,info@redeemerchurchpca.org,www.redeemerchurchpca.org,Rev,Wendell F Collins III,
First Presbyterian Church,Stanley,NC,United States ,704-263-4275,info@fpcstanley.org,www.fpcstanley.org,Rev,Jay Paul Krestar ,
Summer Oaks Presbyterian Church,Summerfield,NC,United States ,336-298-8375,summeroakspresbyterian@gmail.com,www.summeroaks.org,Rev,Billy Scott Wilkinson ,
Redeemer Church PCA,Sylva,NC,United States ,828-586-5811,redeemerpcasylva@gmail.com,www.redeemersylva.org,Rev,Steven Hansen ,
Lake Tillery Church,Troy,NC,United States ,910-639-0324,ctmcaulay@gmail.com,www.laketillerychurch.com,Rev,Charles Thomas McAulay ,
Grace Foothills,Tryon,NC,United States ,828-338-8887,gracefoothills@gmail.com,gracefoothills.org,-, ,
Grace Highlands Presbyterian Church,Vilas,NC,United States ,-,graham.gracehighlands@gmail.com,www.gracehighlands.org,Rev,Graham Isaac Svendsen ,
Christ Our Hope Church,Wake Forest,NC,United States ,-,office@christourhopechurch.com,www.christourhopechurch.com,Rev,B Gabriel Sylvia Jr,
Grace Presbyterian Church,Waxhaw,NC,United States ,-,dvinson@gracecarolina.org,www.gracecarolina.org,Rev,Daniel Paul Vinson ,
Covenant Presbyterian Church,Waynesville,NC,United States ,828-456-4381,pastorlsjones@att.net,www.covenantpcawaynesville.org,-, ,
Hazelwood Presbyterian Church,Waynesville,NC,United States ,828-456-3912,pastorhpcpca@gmail.com,www.hazelwoodpca.org,Rev,Steven L Muzio,
First Presbyterian Church,Weaverville,NC,United States ,828-645-7344,firstpca@fpcweaverville.com,www.fpcweaverville.org,Rev,Skip Gillikin ,
Christ the King Church,Wilmington,NC,United States ,910-742-0926,ctk@ctkwilmington.org,www.ctkwilmington.org,-, ,
Downtown Presbyterian at Azalea Station,Wilmington,NC,United States ,919-561-1955,jay@downtownpresilm.org,downtownpresilm.org,Rev,Jay Denton ,
Wilson Presbyterian Church,Wilson,NC,United States ,252-399-9501,Reformer@wilsonpca.com,wilsonpca.com,Rev,William Andrew Raynor ,
Hope Presbyterian Church,Winston-Salem,NC,United States ,336-768-8883,office@hopechurchws.org,hopechurchws.org,Rev,David G Speakman,
Redeemer Presbyterian Church,Winston-Salem,NC,United States ,336-724-2217,reception@redeemerws.org,www.redeemerws.org,Rev,Giorgio W K,
Salem Presbyterian Church,Winston-Salem,NC,United States ,336-298-8923,info@salempresws.org,www.salempresws.org,Rev,Benjamin Milner ,
Trinity Church,Winston-Salem,NC,United States ,336-701-6030,info@trinitychurchws.com,trinitychurchws.com,Rev,Derek Emerson Radney ,
hrist Covenant Church,Fargo,ND,United States ,-,Church1143@soapboxsuperapp.com,www.christcovenantfargo.org,Rev,Brock Bradley Larson ,
Grace Church PCA,Fremont,NE,United States ,402-721-6260,gracepcainfo@gmail.com,gracefremontpca.org,Rev,Clint Eberspacher ,
Grace Covenant Church,Grand Island,NE,United States ,308-384-5625,info@gracegi.org,www.gracegi.org,Rev,S Todd Bowen,
New Song Church,Gretna,NE,United States ,402-618-9495,bruce@newsongfaith.com,newsongfaith.com,Rev,Bruce Otto ,
Trinity Presbyterian Church,Kearney,NE,United States ,308-234-3142,tpc@tpckearney.org,www.tpckearney.org,Rev,Chad Anderson ,
Center Church,Lincoln,NE,United States ,402-617-6377,adam@lnkcenter.church,lnkcenter.church/,Rev,Adam T Odell,
Grace Chapel,Lincoln,NE,United States ,402-484-8555,office@gracepca.com,www.gracepca.com,Rev,Benjamin Loos ,
Redeemer PCA,Lincoln,NE,United States ,402-937-8904,office@welcometoredeemer.com,welcometoredeemer.com,Rev,Matthew Odum ,
Zion Church,Lincoln,NE,United States ,402-476-2524,office@zionpca.com,www.zionpca.com,-, ,
Grace Central Church,Omaha,NE,United States ,402-573-1663,office@graceomaha.com,www.graceomaha.com,Rev,Eric Tonjes ,
Harvest Community Church,Omaha,NE,United States ,402-558-4119,office@harvestpca.org,harvestpca.org,Rev,Jacob Gerber ,
Exeter Presbyterian Church,Exeter,NH,United States ,603-772-7479,pastor@exeterpca.org,www.exeterpca.org,Rev,Stephen C Magee,
Hooksett Christian Fellowship,Hooksett,NH,United States ,603-290-3050,pastor@hooksettchurch.org,www.hooksettchurch.org,Rev,Edward Martin Ogley III ,
Faith Presbyterian Church,Lancaster,NH,United States ,603-636-9872,fpcinfo@faithpcnh.org,www.faithpcnh.org,Rev,Dr Jason Allen Kleber,
Church of the Redeemer of Manchester,Manchester,NH,United States ,603-622-1881,ctrmanchesternh@gmail.com,redeemernh.org,Rev,Jonathan P Taylor,
Christ Presbyterian Church,Nashua,NH,United States ,603-699-0104,info@nashuapca.org,www.nashuapca.org,Rev,James Pavlic ,
Christ Church PCA,Pembroke,NH,United States ,603-225-7377,ccpcainfo@ccpcanh.org,www.ccpcanh.org,Rev,Dr Ian G,
Gospel City Fellowship,Portsmouth,NH,United States ,561.762.7715,jmckeen@gospelcityfellowship.org,gospelcityfellowship.org,Rev,Jeremy McKeen ,
Calvary Presbyterian Church,Allenwood,NJ,United States ,732-449-8889,office@calvarynj.org,www.calvarynj.org,Rev,Thomas Michael Harr Jr ,
New City Fellowship of Atlantic City,Atlantic City,NJ,United States ,609-442-1219,newcityfellowshipac@gmail.com,www.newcityac.org,Rev,Peter James Eck ,
Ark Presbyterian Church,Bergenfield,NJ,United States ,201-398-9100,Church1163@soapboxsuperapp.com,njark.org,Rev,Bumjoon Oh ,
Grace Community Church,Bridgewater,NJ,United States ,908-231-9593,gracesecretary@cometograce.org,www.cometograce.org,Rev,Christopher Basile ,
Covenant Presbyterian Church,Cape May,NJ,United States ,609-886-2448,sterlza@gmail.com,covenantpresbyterianchurchnj.com,Rev,Richard W Sterling,
Christ the King Presbyterian Mission,Cherry Hill,NJ,United States ,(267) 377-3684,secretaryctkphilly@gmail.com,-,Rev,Diogo Inawashiro ,
Covenant Presbyterian Church,Cherry Hill,NJ,United States ,856-429-1225,info@cpcnj.org,cpcnj.org,Dr,Robert H Orner,
True Vine Community Church,Cherry Hill,NJ,United States ,267-336-4706,admin@truevinecc.org,-,Rev,Nathan Joel Pugh ,
Knowlton Presbyterian Church,Columbia,NJ,United States ,908-459-5170,knowltonpca@gmail.com,www.knowltonpca.org,Rev,Soo Bin Lee ,
Fairfield Presbyterian Church,Fairton,NJ,United States ,856-451-7687,fpcoffice7@gmail.com,www.fairfieldchurchpca.org,Rev,Christopher M O'Brien,
Mercy Hill Presbyterian Church,Glassboro,NJ,United States ,856-556- 0627,mercyhillnj@gmail.com,www.mercyhillnj.org,Rev,Phillip E Henry,
Grace Redeemer Church,Glen Rock,NJ,United States ,201-357-4216,info@graceredeemer.com,www.graceredeemer.com,Rev,Peter Wang ,
Redeemer Jersey City Church,Jersey City,NJ,United States ,973-219-3720,mark@redeemerjc.com,www.redeemerjc.com,Rev,Mark R Wellman,
Hope Presbyterian Church,Lawrenceville,NJ,United States ,609-896-9090,drowe@hopechurch-nj.org,www.hopechurch-nj.org,Rev,David Rowe ,
Ebenezer Presbyterian Church,Mine Hill Township,NJ,United States ,973-732-2164,revfernando@gmail.com,-,Rev,Fernando de Almeida ,
Redeemer Church of Montclair,Montclair,NJ,United States ,973-233-0388,sonya@redeemermontclair.com,www.redeemermontclair.com,Rev,Daniel Ying ,
Cherry Hill Associated Presbyterian Church,Mount Laurel,NJ,United States ,-,Church1177@soapboxsuperapp.com,-,Rev,Kwonsub Park ,
Grace Presbyterian Church,Mount Laurel,NJ,United States ,856-234-0300,office@gpml.org,www.gpml.org,Rev,Ted W Trefsgar Jr,
Comunidade Crista Presbiteriana,Newark,NJ,United States ,973-465-2126,info@ccpnewark.com,www.ccpnewark.com,Rev,Renato DeSouza Bernardes ,
Hebron Presbyterian Mission,Newark,NJ,United States ,973-332-6252,hebronchurch@gmail.com,-,Rev,Antonio J Moura Goncalves,
Hope Community Church PCA,Northfield,NJ,United States ,609-445-4665,office.hopepca@gmail.com,hopecommunitypca.org,Rev,Ryan Andrew Colvin ,
First Presbyterian Church of Ocean City,Ocean City,NJ,United States ,609-399-1833,richardcolvin52@gmail.com,firstpresocnj.net/,-, ,
Lighthouse Korean Presbyterian Church,Palisades Park,NJ,United States ,201-560-6688,Church1183@soapboxsuperapp.com,-,Rev,Woo Shin Lee ,
Living Hope Church,Palisades Park,NJ,United States ,201-725-8776,sansomang@gmail.com,-,-, ,
Gospel Presbyterian Church,Parsippany,NJ,United States ,201-232-2285,eunsoochoi@gmail.com,www.gospelkpc.org,Rev,Eun Soo Choi ,
Good News Church,Princeton,NJ,United States ,908-227-8543,info@gnchurch.org,www.gnchurch.org,Rev,Sungho Lee ,
Hope Presbyterian Church,Randolph,NJ,United States ,973-895-9991,info@realhope.org,www.realhope.org,Rev,Jeffrey Ridgway ,
Beloved Presbyterian,Rutherford,NJ,United States ,-,info@belovedchurch.org,belovedchurch.org,Rev,Daniel Chi ,
Covenant Presbyterian Church,Short Hills,NJ,United States ,973-467-8454,info@covenantshorthills.org,www.covenantshorthills.org,Rev,Christopher Michael Diebold ,
Crossroads Community Church,Somerville,NJ,United States ,908-431-4373,admin@crossroadsnj.org,www.crossroadsnj.org,Rev,Daniel Liu ,
Redentor Presbyterian Church,South River,NJ,United States ,732-257-5611,RedentorPC@redentorpc.com,www.redentorpc.com,-, ,
Glory Community Church,Union City,NJ,United States ,201-400-0838,pastorsamsung@gmail.com,-,Rev,Samuel Sung ,
Redeemer Hudson,Union City,NJ,United States ,-,admin@redeemerhudson.com,redeemerhudson.com,Rev,Reed Dunn ,
Covenant Fellowship Church,West Orange,NJ,United States ,-,info@covenantnj.com,www.covenantnj.com,Rev,James Lee ,
Westminster Presbyterian Church,Alamogordo,NM,United States ,575-437-8140,wpcpcanm@gmail.com,www.wpcpca.org,Rev,Shelby Zahnd Moon ,
City Presbyterian Church Albuquerque,Albuquerque,NM,United States ,214-218-7947,info@citypresabq.com,www.citypresabq.com,Rev,Daniel McKinney ,
High Desert Church (PCA),Albuquerque,NM,United States ,505-697-8163,revdanieljrose@gmail.com,www.highdesertpca.com,Rev,Daniel J Rose,
Mosaic Church,Albuquerque,NM,United States ,505-269-2114,info@mosaicabq.com,www.MosaicABQ.com,Rev,Shaynor Newsome ,
Providence Presbyterian Church - Farmington,Farmington,NM,United States ,505-326-4878,garyfarmington@aol.com,www.ppcpcafarmington.org,Rev,Gary D McMillan,
Coram Deo,Las Cruces,NM,United States ,575-635-9733,info@coramdeolc.com,www.coramdeolc.com,Rev,Dustin Hunt ,
Grace Covenant Church,Las Cruces,NM,United States ,575-526-5577,secretary@gccnm.com,www.gccnm.com,Rev,Gavyn Chavez ,
University Presbyterian Church,Las Cruces,NM,United States ,575-522-0828,upcoffice@upclc.com,www.upclc.com,-, ,
Christ Church Santa Fe PCA,Santa Fe,NM,United States ,505-982-8817,office@christchurchsantafe.org,www.christchurchsantafe.org,Rev,Greg Clifford Schneeberger ,
Christ Church de Canon,Taos,NM,United States ,575-425-0426,pastor@christdecanon.com,christdecanon.com,Rev,Ryan Miller ,
Bryce Avenue Presbyterian Church,White Rock,NM,United States ,505-672-3364,info@brycepresbyterian.org,brycepresbyterian.org,Rev,Zachary Michael Garris ,
Bedford Presbyterian Church,Bedford,NS,Canada,902-835-0840,billradford2@gmail.com,www.bedfordpca.org,Rev,William D Radford ,
Christ Church Halifax,Halifax,NS,Canada,902-579-7039,mike@christchurchhalifax.ca,https://www.christchurchhalifax.ca/,Rev,Michael Chhangur ,
Sovereign Grace Presbyterian Church,River Denys,NS,Canada,902-756-2203,edwinmary.ross@seasidehighspeed.com,-,-, ,
Harbour Light Church PCA,Sydney,NS,Canada,902-539-4284,pastorharbourlight@gmail.com,www.harbourlightpca.ca,-, ,
Las Vegas Presbyterian Church,Las Vegas,NV,United States ,702-816-3267,notebookpencilcase@gmail.com,www.thinkhappychurch.org,Rev,Paul Kongpil Chong ,
Spring Meadows Presbyterian Church,Las Vegas,NV,United States ,702-384-3437,office@springmeadowspres.org,springmeadowspres.org,Rev,William Timothy Posey ,
Grace Presbyterian Church,Reno,NV,United States ,775-453-0794,gracepresreno@gmail.com,www.gracepresreno.org,Dr,John S Leonard,
Astoria Community Church,Astoria,NY,United States ,718-721-3440,admin@astoriachurch.org,www.astoriachurch.org,-, ,
Hope Church,Ballston Spa,NY,United States ,518-885-7442,info@hopechurchbspa.org,www.hopechurchbspa.org,Rev,Nathanael Thompson ,
Covenant of Grace Church,Briarwood,NY,United States ,718-864-6394,Wilson@covenantgrace.org,www.covenantgrace.org,Rev,Wilson Cheng ,
Redeemer Presbyterian Church- Brooklyn,Brooklyn,NY,United States ,-,hello@redeemerbrooklyn.com,redeemerbk.com,-, ,
New Life Presbyterian Church,Canton,NY,United States ,315-714-1020,larrynlpc@gmail.com,www.cantonnewlife.org,Rev,Laurence Veinott ,
